predictor,period,seed
1,2013Q3,439
1,2011Q3,240
1,2010Q3,169
1,2011Q1,190
0,2013Q4,284
0,2010Q3,233
0,2011Q2,309
0,2013Q2,216
1,2012Q2,265
0,2011Q2,447
0,2012Q3,304
0,2012Q2,117
1,2010Q2,434
1,2013Q2,164
1,2013Q3,377
1,2013Q3,411
1,2010Q2,352
1,2010Q3,141
1,2011Q3,268
1,2010Q1,291
0,2012Q3,462
0,2012Q4,185
0,2011Q3,132
0,2011Q2,321
0,2012Q3,476
0,2011Q3,126
0,2012Q4,191
0,2011Q2,335
1,2013Q3,405
1,2010Q2,346
1,2010Q3,155
1,2010Q1,285
1,2010Q2,420
1,2013Q2,170
1,2012Q2,259
1,2013Q3,363
0,2011Q2,453
0,2012Q3,310
0,2012Q2,103
0,2013Q1,302
1,2012Q1,371
1,2013Q3,388
1,2011Q3,297
1,2012Q4,220
1,2013Q4,109
1,2011Q1,147
1,2010Q4,459
1,2012Q1,417
0,2013Q4,253
0,2010Q1,134
0,2013Q1,464
0,2011Q1,209
0,2013Q4,247
0,2010Q1,120
0,2012Q3,489
0,2013Q1,470
1,2012Q4,234
1,2011Q3,283
1,2011Q1,153
1,2012Q1,403
1,2012Q1,365
0,2011Q4,358
0,2013Q1,316
1,2010Q4,303
0,2011Q4,370
0,2011Q2,484
0,2010Q1,108
0,2012Q4,146
0,2011Q1,221
0,2013Q1,458
0,2011Q4,416
1,2010Q2,391
1,2013Q4,135
1,2010Q3,182
1,2010Q1,252
1,2010Q4,465
1,2010Q2,385
1,2010Q3,196
1,2013Q4,121
1,2012Q4,208
1,2010Q1,246
1,2010Q4,471
0,2012Q4,152
0,2011Q1,235
0,2011Q4,402
0,2011Q4,364
0,2011Q2,490
1,2012Q1,359
1,2010Q4,317
0,2011Q4,403
0,2011Q1,234
0,2012Q4,153
1,2010Q4,470
1,2012Q4,209
1,2010Q1,247
1,2010Q3,197
1,2013Q4,120
1,2010Q2,384
1,2012Q1,358
1,2010Q4,316
0,2011Q2,491
0,2011Q4,365
0,2011Q2,485
0,2011Q4,371
1,2010Q4,302
1,2010Q4,464
1,2010Q1,253
1,2013Q4,134
1,2010Q3,183
1,2010Q2,390
0,2013Q1,459
0,2011Q4,417
0,2011Q1,220
0,2010Q1,109
0,2012Q4,147
1,2012Q1,402
1,2011Q1,152
1,2012Q4,235
1,2011Q3,282
0,2013Q1,471
0,2012Q3,488
0,2010Q1,121
0,2011Q1,208
0,2013Q4,246
0,2011Q4,359
0,2013Q1,317
1,2012Q1,364
1,2013Q3,389
1,2012Q1,370
0,2013Q1,303
0,2013Q1,465
0,2010Q1,135
0,2013Q4,252
1,2010Q4,458
1,2012Q1,416
1,2013Q4,108
1,2011Q1,146
1,2011Q3,296
1,2012Q4,221
1,2010Q1,284
1,2010Q3,154
1,2010Q2,347
1,2013Q3,404
0,2011Q2,334
0,2011Q3,127
0,2012Q4,190
0,2012Q3,477
0,2012Q2,102
0,2012Q3,311
0,2011Q2,452
1,2013Q3,362
1,2012Q2,258
1,2013Q2,171
1,2010Q2,421
1,2013Q3,376
1,2013Q2,165
1,2010Q2,435
0,2012Q2,116
0,2012Q3,305
0,2011Q2,446
0,2011Q2,320
0,2012Q4,184
0,2011Q3,133
0,2012Q3,463
1,2010Q1,290
1,2011Q3,269
1,2010Q3,140
1,2010Q2,353
1,2013Q3,410
0,2011Q2,308
0,2013Q4,285
0,2010Q3,232
1,2011Q1,191
1,2010Q3,168
1,2011Q3,241
1,2013Q3,438
1,2012Q2,264
0,2013Q2,217
0,2013Q2,203
0,2012Q3,339
0,2010Q4,9
1,2013Q2,159
1,2012Q2,270
1,2010Q2,409
1,2011Q1,185
1,2011Q3,255
0,2010Q3,226
0,2013Q4,291
0,2011Q3,39
0,2013Q1,129
0,2011Q4,167
1,2012Q4,51
0,2012Q1,200
0,2011Q3,480
0,2010Q1,479
0,2012Q4,437
0,2013Q3,95
0,2012Q4,88
1,2010Q4,114
1,2013Q1,273
1,2013Q4,444
0,2010Q4,24
1,2010Q2,186
1,2013Q4,322
1,2010Q3,395
1,2013Q4,45
0,2012Q3,81
0,2012Q4,351
1,2012Q3,58
0,2011Q4,30
0,2012Q4,345
0,2013Q4,88
0,2011Q4,24
1,2010Q2,192
1,2011Q1,378
1,2010Q3,381
0,2010Q3,39
1,2013Q4,336
1,2013Q4,51
0,2012Q3,95
1,2010Q4,100
1,2011Q4,229
1,2013Q1,267
1,2013Q4,450
1,2013Q3,58
0,2010Q4,30
0,2011Q4,173
0,2012Q1,214
1,2012Q4,45
0,2012Q4,423
0,2011Q3,494
0,2013Q3,81
1,2011Q4,201
1,2010Q4,128
1,2012Q1,166
1,2013Q4,478
1,2011Q1,436
0,2010Q4,18
1,2013Q3,70
0,2010Q4,272
0,2013Q1,115
0,2010Q1,445
0,2010Q1,323
0,2012Q2,499
1,2012Q3,64
1,2011Q2,293
1,2013Q4,79
0,2010Q3,11
1,2011Q1,350
1,2011Q2,287
1,2011Q1,344
0,2012Q4,379
0,2010Q1,337
0,2011Q4,18
1,2012Q3,70
0,2010Q4,500
0,2012Q1,228
0,2010Q4,266
1,2012Q4,79
0,2011Q3,11
0,2013Q1,101
1,2013Q3,8
0,2010Q1,451
1,2013Q2,398
1,2011Q4,215
1,2012Q1,172
1,2011Q1,422
1,2013Q3,64
1,2010Q3,430
1,2013Q4,487
1,2013Q2,373
1,2011Q3,23
1,2013Q3,160
1,2012Q1,199
1,2012Q3,249
0,2011Q3,443
0,2013Q3,56
0,2012Q3,113
1,2012Q4,92
0,2012Q2,300
0,2012Q2,466
0,2012Q4,392
0,2011Q3,325
0,2011Q2,136
1,2010Q3,37
0,2012Q3,42
1,2013Q2,415
1,2010Q2,145
1,2010Q3,356
1,2013Q4,86
0,2012Q3,56
1,2013Q2,401
1,2010Q2,151
1,2011Q2,278
1,2010Q3,342
1,2013Q4,92
0,2012Q2,472
0,2011Q3,331
0,2012Q4,386
0,2011Q2,122
1,2010Q3,23
0,2011Q3,457
0,2013Q3,42
0,2012Q3,107
0,2010Q4,299
1,2012Q4,86
0,2012Q2,314
1,2013Q4,493
1,2010Q3,424
1,2013Q2,367
1,2011Q3,37
1,2013Q3,174
0,2010Q1,486
0,2013Q3,206
0,2011Q4,198
0,2012Q4,77
1,2012Q3,275
1,2011Q4,16
1,2013Q2,429
1,2011Q2,250
1,2010Q2,179
1,2011Q1,393
0,2011Q3,319
0,2010Q2,223
0,2013Q4,63
0,2010Q2,237
0,2013Q4,77
1,2011Q2,244
1,2011Q1,387
1,2010Q3,418
0,2012Q4,63
1,2012Q3,261
1,2013Q1,298
1,2013Q3,148
0,2010Q1,492
1,2010Q4,16
0,2013Q3,212
1,2010Q2,8
0,2012Q2,328
0,2010Q1,28
0,2012Q1,84
0,2012Q1,374
1,2011Q4,349
1,2013Q1,307
1,2013Q1,461
1,2012Q3,498
1,2011Q1,218
1,2013Q4,256
1,2010Q1,131
0,2013Q1,90
0,2012Q1,412
0,2012Q4,225
0,2011Q3,292
0,2011Q1,142
1,2013Q1,49
0,2010Q4,448
0,2012Q1,406
0,2011Q3,286
0,2012Q4,231
0,2013Q4,118
0,2011Q1,156
0,2011Q1,28
1,2013Q1,475
1,2013Q4,242
1,2010Q1,125
0,2013Q1,84
1,2013Q1,313
1,2012Q1,49
0,2012Q1,90
0,2013Q3,399
0,2012Q1,360
1,2011Q2,481
1,2012Q1,61
1,2011Q4,375
0,2010Q1,14
0,2012Q1,348
0,2010Q4,306
0,2010Q4,460
0,2010Q2,394
0,2010Q3,187
1,2013Q1,75
0,2013Q4,130
0,2012Q4,219
0,2010Q1,257
1,2011Q4,413
1,2012Q4,143
1,2011Q1,224
0,2011Q1,14
1,2013Q1,449
1,2011Q4,407
1,2010Q1,119
1,2012Q4,157
1,2011Q1,230
0,2010Q4,474
0,2010Q2,380
0,2013Q4,124
1,2013Q1,61
0,2010Q3,193
0,2010Q1,243
0,2010Q4,312
1,2011Q2,495
1,2011Q4,361
1,2012Q1,75
1,2013Q2,207
1,2010Q1,32
0,2012Q1,47
0,2012Q2,274
0,2011Q3,251
0,2011Q1,181
0,2010Q3,178
1,2011Q1,26
0,2013Q3,428
1,2013Q4,295
1,2010Q3,222
0,2013Q1,53
1,2011Q2,318
1,2010Q3,236
1,2013Q4,281
0,2013Q1,47
0,2011Q3,245
0,2011Q1,195
1,2011Q1,32
0,2012Q2,260
0,2012Q1,53
0,2013Q2,149
0,2010Q2,419
1,2012Q3,329
1,2013Q2,213
1,2010Q1,26
0,2013Q2,161
0,2012Q2,248
0,2013Q3,372
0,2010Q2,431
1,2012Q3,301
1,2012Q2,112
1,2011Q2,442
1,2011Q3,137
1,2012Q4,180
1,2011Q2,324
1,2012Q3,467
0,2010Q2,357
0,2010Q3,144
0,2010Q1,294
0,2013Q3,414
0,2010Q2,343
0,2010Q3,150
0,2010Q1,280
0,2011Q3,279
0,2013Q3,400
1,2012Q4,194
1,2011Q3,123
1,2011Q2,330
1,2012Q3,473
1,2012Q3,315
1,2012Q2,106
1,2011Q2,456
0,2013Q2,175
0,2013Q3,366
0,2010Q2,425
0,2011Q1,340
1,2012Q2,30
0,2011Q2,283
1,2010Q1,333
0,2010Q2,45
1,2012Q2,489
1,2013Q2,24
1,2013Q1,105
1,2010Q4,262
1,2010Q1,455
1,2011Q2,88
0,2010Q4,138
0,2012Q1,176
0,2011Q4,211
0,2013Q4,468
0,2011Q1,426
0,2011Q2,51
0,2012Q1,162
0,2011Q4,205
0,2013Q2,388
0,2011Q1,432
0,2011Q2,45
1,2013Q2,30
1,2013Q1,111
1,2012Q1,238
1,2010Q4,276
1,2010Q1,441
1,2012Q4,369
1,2010Q1,327
0,2010Q2,51
0,2011Q1,354
0,2011Q2,297
1,2012Q2,24
1,2010Q2,88
1,2012Q4,341
0,2010Q2,79
0,2013Q4,332
0,2010Q3,385
0,2010Q2,196
0,2013Q1,263
0,2010Q4,104
0,2013Q4,454
1,2013Q2,18
1,2012Q1,210
1,2013Q1,139
1,2011Q4,177
1,2011Q3,490
1,2010Q1,469
1,2012Q4,427
1,2012Q1,204
1,2011Q4,163
1,2012Q4,433
1,2011Q3,484
0,2011Q4,239
0,2013Q1,277
0,2010Q4,110
0,2011Q2,79
0,2013Q4,440
0,2011Q1,368
0,2010Q3,391
0,2013Q4,326
1,2012Q2,18
0,2010Q2,182
1,2012Q4,355
0,2012Q1,8
0,2010Q2,86
1,2010Q2,233
1,2011Q3,309
0,2013Q2,439
0,2011Q1,383
0,2010Q2,169
0,2011Q2,240
0,2011Q2,92
0,2012Q3,265
1,2010Q1,496
1,2011Q4,188
1,2013Q3,216
1,2010Q1,482
1,2012Q2,338
1,2013Q3,202
0,2010Q3,408
0,2011Q2,86
0,2013Q3,158
0,2012Q3,271
0,2013Q1,288
0,2011Q1,397
0,2011Q2,254
0,2010Q2,92
1,2010Q2,227
1,2010Q2,63
0,2013Q2,405
0,2010Q3,346
0,2010Q2,155
1,2012Q2,476
1,2011Q2,126
0,2012Q2,16
1,2012Q4,382
1,2011Q3,335
1,2011Q3,453
1,2011Q2,77
1,2012Q2,310
1,2012Q3,103
0,2010Q3,420
0,2013Q4,497
0,2012Q3,259
0,2013Q3,170
0,2012Q1,189
0,2013Q2,363
0,2013Q4,483
0,2010Q3,434
0,2013Q2,16
0,2013Q3,164
0,2013Q2,377
1,2011Q3,447
1,2011Q2,63
1,2012Q2,304
1,2010Q4,289
1,2012Q3,117
1,2012Q2,462
1,2011Q2,132
1,2011Q3,321
1,2012Q4,396
0,2013Q2,411
1,2010Q2,77
0,2010Q3,352
0,2011Q2,268
0,2010Q2,141
1,2010Q2,223
1,2011Q3,319
0,2010Q2,96
0,2011Q1,393
0,2011Q2,250
0,2010Q2,179
0,2013Q2,429
0,2012Q3,275
0,2011Q2,82
1,2013Q3,206
1,2011Q4,198
1,2010Q1,486
1,2012Q2,328
1,2013Q3,212
1,2010Q1,492
0,2012Q3,261
0,2013Q1,298
0,2013Q3,148
0,2011Q2,96
0,2010Q3,418
0,2011Q1,387
0,2011Q2,244
1,2010Q2,237
0,2010Q2,82
0,2010Q3,356
0,2010Q2,145
1,2010Q2,73
0,2013Q2,415
1,2011Q2,136
1,2012Q4,392
1,2011Q3,325
1,2012Q2,466
1,2012Q2,300
1,2012Q3,113
1,2011Q3,443
1,2011Q2,67
0,2013Q3,160
0,2012Q1,199
0,2013Q2,12
0,2012Q3,249
0,2013Q2,373
0,2010Q3,430
0,2013Q4,487
0,2013Q3,174
0,2013Q2,367
0,2013Q4,493
0,2010Q3,424
1,2012Q2,314
1,2012Q3,107
1,2010Q4,299
1,2011Q3,457
1,2011Q2,73
1,2011Q2,122
1,2011Q3,331
1,2012Q4,386
0,2012Q2,12
1,2012Q2,472
0,2010Q3,342
0,2010Q2,151
0,2011Q2,278
0,2013Q2,401
1,2010Q2,67
0,2011Q1,350
1,2012Q2,20
0,2011Q2,293
0,2010Q2,55
1,2012Q2,499
1,2010Q1,323
1,2010Q1,445
1,2011Q2,98
1,2013Q2,34
1,2010Q4,272
1,2013Q1,115
0,2011Q2,41
0,2013Q4,478
0,2011Q1,436
0,2011Q4,201
0,2010Q4,128
0,2012Q1,166
0,2011Q2,55
0,2011Q1,422
0,2011Q4,215
0,2012Q1,172
0,2013Q2,398
1,2010Q1,451
1,2013Q2,20
1,2012Q1,228
1,2010Q4,266
1,2013Q1,101
0,2010Q2,41
1,2010Q4,500
1,2012Q4,379
1,2010Q1,337
1,2010Q2,98
0,2011Q1,344
0,2011Q2,287
1,2012Q2,34
0,2010Q2,69
1,2012Q4,351
0,2013Q4,322
0,2010Q3,395
0,2010Q2,186
0,2013Q4,444
0,2010Q4,114
0,2013Q1,273
1,2011Q3,480
1,2010Q1,479
1,2012Q4,437
1,2013Q1,129
1,2011Q4,167
1,2012Q1,200
1,2012Q4,423
1,2011Q3,494
1,2011Q4,173
1,2012Q1,214
0,2013Q4,450
0,2011Q2,69
0,2010Q4,100
0,2011Q4,229
0,2013Q1,267
0,2011Q1,378
0,2010Q3,381
0,2013Q4,336
0,2010Q2,192
1,2012Q4,345
1,2010Q1,22
1,2013Q2,217
0,2012Q1,57
0,2012Q2,264
0,2013Q3,438
1,2011Q1,36
0,2011Q1,191
0,2010Q3,168
0,2011Q3,241
1,2013Q4,285
1,2010Q3,232
1,2011Q2,308
0,2013Q1,43
1,2010Q3,226
1,2013Q4,291
0,2013Q1,57
1,2011Q1,22
0,2011Q1,185
0,2011Q3,255
0,2010Q2,409
0,2013Q2,159
0,2012Q2,270
0,2012Q1,43
1,2010Q1,36
1,2012Q3,339
1,2013Q2,203
0,2010Q2,421
0,2012Q2,258
0,2013Q2,171
0,2013Q3,362
1,2011Q2,452
1,2012Q3,311
1,2012Q2,102
1,2012Q3,477
1,2011Q3,127
1,2012Q4,190
1,2011Q2,334
0,2013Q3,404
0,2010Q2,347
0,2010Q1,284
0,2010Q3,154
0,2013Q3,410
0,2010Q2,353
0,2010Q1,290
0,2011Q3,269
0,2010Q3,140
1,2012Q3,463
1,2012Q4,184
1,2011Q3,133
1,2011Q2,320
1,2011Q2,446
1,2012Q3,305
1,2012Q2,116
0,2010Q2,435
0,2013Q2,165
0,2013Q3,376
0,2012Q1,94
0,2012Q1,364
0,2010Q1,38
1,2011Q4,359
1,2013Q1,317
1,2010Q1,121
1,2011Q1,208
1,2013Q4,246
0,2013Q1,80
1,2013Q1,471
1,2012Q3,488
0,2011Q1,152
1,2013Q1,59
0,2012Q4,235
0,2011Q3,282
0,2012Q1,402
0,2013Q4,108
0,2011Q1,146
0,2011Q3,296
0,2012Q4,221
0,2010Q4,458
0,2012Q1,416
1,2010Q1,135
1,2013Q4,252
0,2013Q1,94
0,2011Q1,38
1,2013Q1,465
1,2013Q1,303
1,2012Q1,59
0,2012Q1,80
0,2013Q3,389
0,2012Q1,370
1,2012Q1,71
1,2011Q4,365
1,2011Q2,491
0,2012Q1,358
0,2010Q4,316
0,2010Q2,384
0,2012Q4,209
0,2010Q1,247
0,2010Q3,197
1,2013Q1,65
0,2013Q4,120
0,2010Q4,470
1,2011Q1,234
1,2012Q4,153
0,2011Q1,10
1,2011Q4,403
1,2011Q1,220
1,2010Q1,109
1,2012Q4,147
0,2013Q1,9
1,2013Q1,459
1,2011Q4,417
0,2010Q2,390
0,2010Q1,253
0,2013Q4,134
1,2013Q1,71
0,2010Q3,183
0,2010Q4,464
0,2010Q4,302
0,2010Q1,10
1,2011Q4,371
1,2012Q1,65
1,2011Q2,485
1,2011Q3,33
1,2013Q2,363
1,2012Q3,259
1,2013Q3,170
1,2012Q1,189
1,2010Q3,420
1,2013Q4,497
1,2012Q4,82
0,2012Q3,103
0,2012Q2,310
0,2013Q3,46
0,2011Q3,453
0,2012Q4,382
0,2011Q3,335
1,2010Q3,27
0,2011Q2,126
0,2012Q2,476
1,2010Q2,155
1,2013Q4,96
1,2010Q3,346
0,2012Q3,52
1,2013Q2,405
1,2011Q2,268
1,2010Q2,141
1,2013Q4,82
1,2010Q3,352
0,2012Q3,46
1,2013Q2,411
0,2011Q3,321
0,2012Q4,396
1,2010Q3,33
0,2011Q2,132
0,2012Q2,462
0,2010Q4,289
1,2012Q4,96
0,2012Q3,117
0,2012Q2,304
0,2013Q3,52
0,2011Q3,447
1,2011Q3,27
1,2013Q2,377
1,2013Q3,164
1,2013Q4,483
1,2010Q3,434
0,2011Q4,188
0,2013Q3,216
1,2010Q4,12
0,2010Q1,496
0,2012Q4,67
1,2012Q3,265
1,2010Q2,169
1,2011Q2,240
1,2011Q1,383
1,2013Q2,439
0,2011Q3,309
0,2013Q4,73
0,2010Q2,233
0,2013Q4,67
0,2010Q2,227
1,2011Q2,254
1,2011Q1,397
1,2011Q4,12
0,2012Q4,73
0,2011Q4,8
1,2013Q3,158
1,2012Q3,271
1,2013Q1,288
1,2010Q3,408
0,2013Q3,202
0,2012Q2,338
0,2010Q1,482
0,2013Q3,85
0,2011Q3,490
0,2010Q1,469
0,2012Q4,427
1,2012Q4,41
0,2012Q1,210
0,2013Q1,139
0,2011Q3,29
0,2011Q4,177
1,2013Q4,454
0,2010Q4,34
0,2012Q4,98
1,2013Q1,263
1,2010Q4,104
0,2012Q3,91
1,2010Q2,196
1,2013Q4,55
1,2013Q4,332
1,2010Q3,385
0,2011Q4,20
1,2012Q3,48
0,2012Q4,341
0,2011Q4,34
0,2012Q4,355
0,2013Q4,98
0,2012Q3,85
1,2010Q2,182
1,2013Q4,41
1,2011Q1,368
1,2010Q3,391
0,2010Q3,29
1,2013Q4,326
1,2013Q4,440
0,2010Q4,20
1,2013Q3,48
1,2011Q4,239
1,2013Q1,277
1,2010Q4,110
0,2013Q3,91
0,2012Q4,433
0,2011Q3,484
0,2012Q1,204
1,2012Q4,55
0,2011Q4,163
1,2013Q4,468
1,2011Q1,426
1,2013Q3,60
1,2010Q4,138
1,2012Q1,176
1,2011Q4,211
0,2010Q1,455
0,2011Q3,15
0,2013Q1,105
0,2010Q4,262
0,2012Q2,489
1,2012Q3,74
0,2010Q1,333
1,2011Q2,283
1,2011Q1,340
1,2013Q4,69
1,2011Q2,297
1,2011Q1,354
0,2010Q3,15
1,2012Q3,60
0,2012Q4,369
0,2010Q1,327
0,2010Q1,441
0,2013Q1,111
0,2012Q1,238
0,2010Q4,276
1,2012Q4,69
1,2011Q1,432
1,2013Q3,74
1,2013Q2,388
1,2012Q1,162
1,2011Q4,205
1,2013Q3,414
1,2010Q3,144
1,2010Q1,294
1,2010Q2,357
0,2012Q3,467
0,2011Q2,324
0,2011Q3,137
0,2012Q4,180
0,2011Q2,442
0,2012Q2,112
0,2012Q3,301
1,2010Q2,431
1,2013Q3,372
1,2013Q2,161
1,2012Q2,248
1,2010Q2,425
1,2013Q3,366
1,2013Q2,175
0,2011Q2,456
0,2012Q2,106
0,2012Q3,315
0,2012Q3,473
0,2011Q2,330
0,2012Q4,194
0,2011Q3,123
1,2013Q3,400
1,2010Q3,150
1,2010Q1,280
1,2011Q3,279
1,2010Q2,343
0,2011Q2,318
0,2013Q4,295
0,2010Q3,222
1,2013Q3,428
1,2011Q3,251
1,2011Q1,181
1,2010Q3,178
1,2012Q2,274
0,2013Q2,207
0,2013Q2,213
1,2011Q2,9
0,2012Q3,329
1,2010Q2,419
1,2012Q2,260
1,2013Q2,149
1,2011Q3,245
1,2011Q1,195
0,2010Q3,236
0,2013Q4,281
0,2012Q4,143
0,2011Q1,224
0,2011Q4,413
1,2010Q3,187
1,2013Q4,130
1,2012Q4,219
1,2010Q1,257
1,2010Q2,394
1,2010Q4,460
1,2012Q1,348
1,2010Q4,306
0,2011Q4,375
0,2011Q2,481
0,2011Q4,361
0,2011Q2,495
1,2010Q4,312
1,2013Q4,124
1,2010Q3,193
1,2010Q1,243
1,2010Q2,380
1,2010Q4,474
0,2010Q1,119
0,2012Q4,157
0,2011Q1,230
0,2013Q1,449
0,2011Q4,407
1,2012Q4,225
1,2011Q3,292
1,2011Q1,142
1,2012Q1,412
0,2011Q1,218
0,2013Q4,256
0,2010Q1,131
0,2013Q1,461
0,2012Q3,498
0,2011Q4,349
0,2013Q1,307
1,2012Q1,374
1,2013Q3,399
1,2012Q1,360
1,2012Q3,9
0,2013Q1,313
0,2013Q4,242
0,2010Q1,125
0,2013Q1,475
1,2011Q3,286
1,2012Q4,231
1,2013Q4,118
1,2011Q1,156
1,2010Q4,448
1,2012Q1,406
0,2013Q1,312
1,2012Q3,8
1,2012Q1,361
1,2013Q3,398
1,2010Q4,449
1,2012Q1,407
1,2013Q4,119
1,2011Q1,157
1,2011Q3,287
1,2012Q4,230
0,2013Q1,474
0,2010Q1,124
0,2013Q4,243
0,2012Q3,499
0,2013Q1,460
0,2010Q1,130
0,2011Q1,219
0,2013Q4,257
1,2012Q1,413
1,2011Q1,143
1,2012Q4,224
1,2011Q3,293
1,2012Q1,375
0,2011Q4,348
0,2013Q1,306
1,2010Q4,313
0,2011Q2,494
0,2011Q4,360
0,2013Q1,448
0,2011Q4,406
0,2011Q1,231
0,2010Q1,118
0,2012Q4,156
1,2010Q4,475
1,2010Q2,381
1,2010Q1,242
1,2013Q4,125
1,2010Q3,192
1,2010Q4,461
1,2010Q2,395
1,2012Q4,218
1,2010Q1,256
1,2010Q3,186
1,2013Q4,131
0,2011Q4,412
0,2011Q1,225
0,2012Q4,142
0,2011Q2,480
0,2011Q4,374
1,2012Q1,349
1,2010Q4,307
1,2013Q2,148
1,2012Q2,261
1,2010Q2,418
0,2012Q3,328
1,2011Q2,8
0,2013Q2,212
0,2010Q3,237
0,2013Q4,280
1,2011Q1,194
1,2011Q3,244
1,2010Q3,179
1,2011Q1,180
1,2011Q3,250
1,2013Q3,429
0,2013Q4,294
0,2010Q3,223
0,2011Q2,319
0,2013Q2,206
1,2012Q2,275
0,2012Q3,314
0,2012Q2,107
0,2011Q2,457
1,2013Q2,174
1,2013Q3,367
1,2010Q2,424
1,2010Q2,342
1,2011Q3,278
1,2010Q1,281
1,2010Q3,151
1,2013Q3,401
0,2012Q4,195
0,2011Q3,122
0,2011Q2,331
0,2012Q3,472
0,2011Q3,136
0,2012Q4,181
0,2011Q2,325
0,2012Q3,466
1,2010Q2,356
1,2010Q1,295
1,2010Q3,145
1,2013Q3,415
1,2012Q2,249
1,2013Q2,160
1,2013Q3,373
1,2010Q2,430
0,2012Q3,300
0,2012Q2,113
0,2011Q2,443
0,2012Q4,368
0,2010Q1,326
1,2012Q3,61
0,2010Q3,14
1,2011Q1,355
1,2011Q2,296
1,2011Q4,204
1,2012Q1,163
1,2013Q2,389
1,2013Q3,75
1,2011Q1,433
0,2012Q1,239
1,2012Q4,68
0,2010Q4,277
0,2013Q1,110
0,2010Q1,440
0,2010Q4,263
0,2013Q1,104
0,2011Q3,14
0,2010Q1,454
1,2011Q4,210
1,2010Q4,139
1,2012Q1,177
1,2013Q3,61
1,2013Q4,469
1,2011Q1,427
1,2013Q4,68
1,2011Q1,341
1,2011Q2,282
0,2010Q1,332
0,2012Q2,488
1,2012Q3,75
0,2010Q3,28
1,2010Q3,390
1,2011Q1,369
1,2013Q4,327
1,2013Q4,40
1,2010Q2,183
0,2012Q3,84
0,2013Q4,99
0,2012Q4,354
0,2011Q4,35
0,2011Q4,162
0,2012Q1,205
1,2012Q4,54
0,2012Q4,432
0,2011Q3,485
0,2013Q3,90
1,2010Q4,111
1,2011Q4,238
1,2013Q1,276
1,2013Q3,49
0,2010Q4,21
1,2013Q4,441
1,2010Q4,105
1,2013Q1,262
0,2012Q4,99
0,2010Q4,35
1,2013Q4,455
0,2011Q3,28
0,2013Q1,138
0,2011Q4,176
1,2012Q4,40
0,2012Q1,211
0,2010Q1,468
0,2011Q3,491
0,2012Q4,426
0,2013Q3,84
0,2012Q4,340
1,2012Q3,49
0,2011Q4,21
1,2013Q4,333
1,2010Q3,384
1,2013Q4,54
1,2010Q2,197
0,2012Q3,90
1,2011Q4,13
1,2011Q1,396
1,2011Q2,255
0,2010Q2,226
0,2013Q4,66
0,2010Q1,483
0,2012Q2,339
0,2013Q3,203
1,2010Q3,409
1,2013Q1,289
1,2012Q3,270
1,2013Q3,159
0,2011Q4,9
0,2012Q4,72
1,2012Q3,264
0,2012Q4,66
1,2010Q4,13
0,2010Q1,497
0,2013Q3,217
0,2011Q4,189
0,2010Q2,232
0,2013Q4,72
0,2011Q3,308
1,2013Q2,438
1,2011Q1,382
1,2011Q2,241
1,2010Q2,168
0,2012Q2,463
0,2011Q2,133
1,2010Q3,32
0,2011Q3,320
0,2012Q4,397
1,2013Q2,410
0,2012Q3,47
1,2010Q3,353
1,2013Q4,83
1,2010Q2,140
1,2011Q2,269
1,2013Q4,482
1,2010Q3,435
1,2013Q3,165
1,2013Q2,376
1,2011Q3,26
0,2011Q3,446
0,2013Q3,53
0,2012Q2,305
0,2012Q3,116
1,2012Q4,97
0,2010Q4,288
0,2011Q3,452
0,2013Q3,47
0,2012Q2,311
0,2012Q3,102
1,2012Q4,83
1,2010Q3,421
1,2013Q4,496
1,2012Q1,188
1,2013Q3,171
1,2012Q3,258
1,2013Q2,362
1,2011Q3,32
1,2013Q2,404
0,2012Q3,53
1,2010Q3,347
1,2013Q4,97
1,2010Q2,154
0,2012Q2,477
0,2011Q2,127
1,2010Q3,26
0,2012Q4,383
0,2011Q3,334
0,2010Q4,465
1,2013Q1,70
0,2013Q4,135
0,2010Q3,182
0,2010Q1,252
0,2010Q2,391
1,2013Q1,458
0,2013Q1,8
1,2011Q4,416
1,2010Q1,108
1,2012Q4,146
1,2011Q1,221
1,2011Q2,484
1,2012Q1,64
1,2011Q4,370
0,2010Q1,11
0,2010Q4,303
0,2012Q1,359
0,2010Q4,317
1,2011Q2,490
1,2011Q4,364
1,2012Q1,70
1,2011Q4,402
0,2011Q1,11
1,2012Q4,152
1,2011Q1,235
0,2010Q4,471
0,2010Q3,196
0,2013Q4,121
1,2013Q1,64
0,2012Q4,208
0,2010Q1,246
0,2010Q2,385
1,2013Q1,464
0,2011Q1,39
0,2013Q1,95
1,2013Q4,253
1,2010Q1,134
0,2010Q4,459
0,2012Q1,417
0,2011Q3,297
0,2012Q4,220
0,2013Q4,109
0,2011Q1,147
0,2012Q1,371
0,2013Q3,388
0,2012Q1,81
1,2013Q1,302
1,2012Q1,58
1,2011Q4,358
1,2013Q1,316
0,2010Q1,39
0,2012Q1,365
0,2012Q1,95
0,2012Q1,403
0,2012Q4,234
0,2011Q3,283
0,2011Q1,153
1,2013Q1,58
1,2012Q3,489
1,2013Q1,470
0,2013Q1,81
1,2011Q1,209
1,2013Q4,247
1,2010Q1,120
1,2011Q2,321
1,2012Q4,185
1,2011Q3,132
1,2012Q3,462
0,2010Q3,141
0,2011Q3,268
0,2010Q1,291
0,2010Q2,352
